brand,category_code,event_type,count
indesit,appliances.kitchen.hob,cart,65
indesit,appliances.kitchen.hob,purchase,17
indesit,appliances.kitchen.hob,view,1538
indesit,appliances.kitchen.oven,cart,62
indesit,appliances.kitchen.oven,purchase,19
indesit,appliances.kitchen.oven,view,3689
indesit,appliances.kitchen.refrigerators,cart,7726
indesit,appliances.kitchen.refrigerators,purchase,2240
indesit,appliances.kitchen.refrigerators,view,148695
indesit,appliances.kitchen.washer,cart,3163
indesit,appliances.kitchen.washer,purchase,970
indesit,appliances.kitchen.washer,view,70615
indesit,appliances.personal.massager,cart,4
indesit,appliances.personal.massager,purchase,2
indesit,appliances.personal.massager,view,268
indiana,apparel.shoes,cart,3
indiana,apparel.shoes,purchase,1
indiana,apparel.shoes,view,141
indiana,apparel.shoes.keds,cart,1
indiana,apparel.shoes.keds,purchase,1
indiana,apparel.shoes.keds,view,101
indigo,apparel.shirt,view,11
indigo,appliances.personal.massager,cart,10
indigo,appliances.personal.massager,purchase,4
indigo,appliances.personal.massager,view,307
indigo,electronics.audio.music_tools.piano,cart,2
indigo,electronics.audio.music_tools.piano,purchase,1
indigo,electronics.audio.music_tools.piano,view,154
indigo,kids.carriage,view,2
indigo,kids.skates,cart,575
indigo,kids.skates,purchase,161
indigo,kids.skates,view,14365
inebrya,apparel.jeans,view,95
inebrya,apparel.shirt,cart,103
inebrya,apparel.shirt,purchase,40
inebrya,apparel.shirt,view,4966
inebrya,apparel.shoes,cart,15
inebrya,apparel.shoes,purchase,3
inebrya,apparel.shoes,view,528
inebrya,apparel.skirt,view,7
inebrya,appliances.personal.massager,cart,20
inebrya,appliances.personal.massager,purchase,9
inebrya,appliances.personal.massager,view,689
inebrya,auto.accessories.winch,cart,6
inebrya,auto.accessories.winch,purchase,2
inebrya,auto.accessories.winch,view,419
inebrya,construction.tools.saw,view,23
inebrya,electronics.audio.music_tools.piano,cart,2
inebrya,electronics.audio.music_tools.piano,purchase,1
inebrya,electronics.audio.music_tools.piano,view,89
inebrya,furniture.kitchen.table,view,53
inebrya,furniture.living_room.sofa,view,5
inebrya,sport.trainer,cart,40
inebrya,sport.trainer,purchase,9
inebrya,sport.trainer,view,570
infantino,computers.desktop,cart,58
infantino,computers.desktop,purchase,16
infantino,computers.desktop,view,2186
infantino,kids.toys,cart,1
infantino,kids.toys,view,141
infinity,electronics.audio.subwoofer,cart,58
infinity,electronics.audio.subwoofer,purchase,22
infinity,electronics.audio.subwoofer,view,1310
inglesina,accessories.bag,view,1
inglesina,apparel.shoes,view,1
inglesina,apparel.shoes.keds,view,159
inglesina,furniture.kitchen.chair,view,1
inglesina,furniture.living_room.chair,view,1
inglesina,kids.carriage,view,35
inglesina,kids.skates,view,212
inhouse,apparel.shoes.keds,cart,61
inhouse,apparel.shoes.keds,purchase,19
inhouse,apparel.shoes.keds,view,767
inhouse,appliances.kitchen.kettle,cart,97
inhouse,appliances.kitchen.kettle,purchase,42
inhouse,appliances.kitchen.kettle,view,2594
inhouse,construction.tools.generator,cart,341
inhouse,construction.tools.generator,purchase,117
inhouse,construction.tools.generator,view,8564
inhouse,furniture.living_room.chair,cart,59
inhouse,furniture.living_room.chair,purchase,23
inhouse,furniture.living_room.chair,view,692
initioparfumsprives,apparel.jeans,view,14
inkax,computers.components.power_supply,view,65
inkax,country_yard.cultivator,cart,1251
inkax,country_yard.cultivator,purchase,296
inkax,country_yard.cultivator,view,15106
inkax,country_yard.furniture.hammok,cart,60
inkax,country_yard.furniture.hammok,purchase,13
inkax,country_yard.furniture.hammok,view,1990
inkax,furniture.kitchen.chair,cart,3
inkax,furniture.kitchen.chair,purchase,1
inkax,furniture.kitchen.chair,view,176
inkax,sport.bicycle,cart,243
inkax,sport.bicycle,purchase,58
inkax,sport.bicycle,view,4831
inmotion,appliances.kitchen.toster,view,47
innisfree,apparel.shirt,view,1
innisfree,apparel.shoes,view,4
innisfree,apparel.shoes.keds,view,1
innisfree,furniture.living_room.sofa,view,4
innovation,kids.toys,cart,52
innovation,kids.toys,purchase,9
innovation,kids.toys,view,1777
inoi,construction.tools.light,cart,379
inoi,construction.tools.light,purchase,102
inoi,construction.tools.light,view,18661
inoi,electronics.camera.video,cart,231
inoi,electronics.camera.video,purchase,53
inoi,electronics.camera.video,view,9678
inoi,electronics.smartphone,view,3
insight,accessories.bag,view,16
insight,apparel.jeans,cart,3
insight,apparel.jeans,purchase,2
insight,apparel.jeans,view,43
insight,appliances.personal.massager,cart,73
insight,appliances.personal.massager,purchase,16
insight,appliances.personal.massager,view,1182
insight,auto.accessories.winch,cart,18
insight,auto.accessories.winch,purchase,6
insight,auto.accessories.winch,view,592
insight,construction.tools.saw,cart,1
insight,construction.tools.saw,view,111
insight,electronics.audio.music_tools.piano,cart,15
insight,electronics.audio.music_tools.piano,purchase,1
insight,electronics.audio.music_tools.piano,view,284
insight,furniture.living_room.sofa,view,25
insinse,accessories.bag,cart,2
insinse,accessories.bag,view,49
insinse,kids.fmcg.diapers,view,1
inspector,accessories.wallet,cart,24
inspector,accessories.wallet,purchase,7
inspector,accessories.wallet,view,1781
inspector,apparel.shoes.ballet_shoes,cart,1
inspector,apparel.shoes.ballet_shoes,view,155
inspiwood,furniture.kitchen.table,view,3
instyle,apparel.shoes,cart,1
instyle,apparel.shoes,view,12
instyle,apparel.shoes.sandals,cart,1
instyle,apparel.shoes.sandals,purchase,1
instyle,apparel.shoes.sandals,view,29
inswim,apparel.trousers,view,3
inswim,sport.trainer,view,1
intego,accessories.wallet,cart,44
intego,accessories.wallet,purchase,13
intego,accessories.wallet,view,2678
intego,apparel.shoes.ballet_shoes,view,184
intego,auto.accessories.videoregister,view,1
intel,apparel.shoes.step_ins,cart,951
intel,apparel.shoes.step_ins,purchase,190
intel,apparel.shoes.step_ins,view,73108
intel,appliances.kitchen.juicer,cart,1
intel,appliances.kitchen.juicer,view,152
intel,computers.components.cpu,cart,2
intel,computers.components.cpu,view,1603
intel,computers.desktop,view,34
interlink,country_yard.furniture.bench,view,1
internedoors,accessories.bag,cart,1
internedoors,accessories.bag,view,3088
interojo,apparel.shirt,view,6
interojo,construction.tools.saw,cart,8
interojo,construction.tools.saw,purchase,2
interojo,construction.tools.saw,view,146
interos,apparel.shoes.keds,view,1
intex,accessories.bag,cart,410
intex,accessories.bag,purchase,123
intex,accessories.bag,view,12991
intex,apparel.costume,cart,6
intex,apparel.costume,purchase,4
intex,apparel.costume,view,552
intex,apparel.jacket,cart,47
intex,apparel.jacket,purchase,9
intex,apparel.jacket,view,690
intex,apparel.shoes,cart,1465
intex,apparel.shoes,purchase,395
intex,apparel.shoes,view,43035
intex,auto.accessories.anti_freeze,view,10
intex,auto.accessories.compressor,view,3
intex,electronics.telephone,view,14
intex,kids.toys,cart,45
intex,kids.toys,purchase,17
intex,kids.toys,view,2131
intex,sport.diving,cart,60
intex,sport.diving,purchase,26
intex,sport.diving,view,1387
intex,sport.trainer,cart,415
intex,sport.trainer,purchase,117
intex,sport.trainer,view,13841
intro,appliances.kitchen.juicer,cart,1
intro,appliances.kitchen.juicer,view,10
intro,appliances.kitchen.toster,cart,2
intro,appliances.kitchen.toster,view,80
intro,auto.accessories.player,view,10
intro,country_yard.cultivator,cart,13
intro,country_yard.cultivator,purchase,1
intro,country_yard.cultivator,view,152
intro,country_yard.furniture.hammok,cart,5
intro,country_yard.furniture.hammok,purchase,1
intro,country_yard.furniture.hammok,view,214
intro,furniture.kitchen.chair,cart,6
intro,furniture.kitchen.chair,purchase,2
intro,furniture.kitchen.chair,view,468
intro,sport.bicycle,cart,5
intro,sport.bicycle,purchase,1
intro,sport.bicycle,view,24
invicta,electronics.clocks,cart,1
invicta,electronics.clocks,purchase,1
invicta,electronics.clocks,view,267
invictus,kids.skates,cart,1
invictus,kids.skates,view,42
invisible,apparel.costume,cart,1
invisible,apparel.costume,purchase,1
invisible,apparel.costume,view,21
invotone,electronics.audio.headphone,view,2
iope,construction.tools.pump,view,6
iope,furniture.living_room.sofa,view,2
ipipoo,electronics.audio.headphone,view,2
ipipoo,sport.bicycle,cart,5
ipipoo,sport.bicycle,view,289
iplay,furniture.kitchen.chair,view,9
ipower,country_yard.cultivator,view,1
ipower,furniture.kitchen.table,view,69
iqos,apparel.trousers,cart,9128
iqos,apparel.trousers,purchase,3150
iqos,apparel.trousers,view,67637
irbis,apparel.shoes.slipons,cart,85
irbis,apparel.shoes.slipons,purchase,26
irbis,apparel.shoes.slipons,view,4550
irbis,appliances.personal.massager,cart,187
irbis,appliances.personal.massager,purchase,57
irbis,appliances.personal.massager,view,7860
irbis,computers.notebook,view,6
irbis,construction.tools.light,cart,77
irbis,construction.tools.light,purchase,16
irbis,construction.tools.light,view,5829
irbis,electronics.camera.video,cart,279
irbis,electronics.camera.video,purchase,71
irbis,electronics.camera.video,view,5709
irbis,electronics.tablet,view,2
irbis,electronics.telephone,cart,10
irbis,electronics.telephone,purchase,3
irbis,electronics.telephone,view,60
irbis,furniture.living_room.cabinet,cart,7
irbis,furniture.living_room.cabinet,purchase,2
irbis,furniture.living_room.cabinet,view,268
irbis,furniture.living_room.chair,cart,2
irbis,furniture.living_room.chair,view,56
irisk,apparel.shoes,cart,131
irisk,apparel.shoes,purchase,31
irisk,apparel.shoes,view,4259
irisk,apparel.shoes.keds,view,62
irisk,computers.components.power_supply,cart,110
irisk,computers.components.power_supply,purchase,44
irisk,computers.components.power_supply,view,1797
irisk,construction.tools.light,cart,2
irisk,construction.tools.light,view,629
irisk,construction.tools.saw,cart,1
irisk,construction.tools.saw,view,64
irisk,furniture.living_room.sofa,view,112
irisk,furniture.universal.light,cart,3
irisk,furniture.universal.light,view,240
irisk,kids.skates,cart,13
irisk,kids.skates,purchase,4
irisk,kids.skates,view,1000
irit,apparel.shoes,view,2
irit,apparel.shoes.moccasins,view,47
irit,appliances.environment.air_heater,view,18
irobot,appliances.environment.vacuum,cart,13
irobot,appliances.environment.vacuum,purchase,4
irobot,appliances.environment.vacuum,view,2571
ismart,electronics.video.tv,cart,5
ismart,electronics.video.tv,view,92
isntree,apparel.shirt,cart,4
isntree,apparel.shirt,purchase,2
isntree,apparel.shirt,view,170
isntree,apparel.shoes,view,7
isntree,apparel.shoes.keds,view,1
isntree,construction.tools.pump,cart,6
isntree,construction.tools.pump,purchase,1
isntree,construction.tools.pump,view,86
isntree,furniture.living_room.sofa,cart,3
isntree,furniture.living_room.sofa,purchase,1
isntree,furniture.living_room.sofa,view,156
italcarciofi,furniture.bathroom.bath,cart,4
italcarciofi,furniture.bathroom.bath,view,4
italmix,computers.desktop,cart,1
italmix,computers.desktop,view,4
itc,appliances.kitchen.toster,view,70
itlv,furniture.bathroom.bath,cart,26
itlv,furniture.bathroom.bath,purchase,4
itlv,furniture.bathroom.bath,view,30
ivolia,apparel.shoes.keds,cart,6
ivolia,apparel.shoes.keds,purchase,4
ivolia,apparel.shoes.keds,view,162
ivt,accessories.bag,view,7
ivt,apparel.shirt,view,14
ivt,apparel.shoes,view,108
ivt,apparel.shoes.sandals,cart,1
ivt,apparel.shoes.sandals,view,78
ivt,appliances.environment.air_heater,view,6
ivt,appliances.kitchen.hood,cart,29
ivt,appliances.kitchen.hood,purchase,5
ivt,appliances.kitchen.hood,view,3026
ivt,appliances.personal.scales,cart,1
ivt,appliances.personal.scales,purchase,1
ivt,appliances.personal.scales,view,242
ivt,construction.tools.drill,cart,4
ivt,construction.tools.drill,purchase,3
ivt,construction.tools.drill,view,232
ivt,construction.tools.light,cart,5
ivt,construction.tools.light,purchase,1
ivt,construction.tools.light,view,69
ivt,construction.tools.saw,view,12
ivt,construction.tools.welding,cart,3
ivt,construction.tools.welding,view,67
ivt,country_yard.lawn_mower,view,22
ivt,electronics.audio.microphone,cart,13
ivt,electronics.audio.microphone,purchase,3
ivt,electronics.audio.microphone,view,906
ivt,electronics.clocks,cart,2
ivt,electronics.clocks,purchase,2
ivt,electronics.clocks,view,64
ivt,furniture.bathroom.bath,view,15
ivy,construction.tools.saw,cart,1
ivy,construction.tools.saw,view,81
iwalk,apparel.shoes,view,1
iwalk,construction.tools.welding,cart,80
iwalk,construction.tools.welding,purchase,11
iwalk,construction.tools.welding,view,882
iwalk,electronics.smartphone,view,7
iwalk,furniture.kitchen.chair,cart,13
iwalk,furniture.kitchen.chair,purchase,3
iwalk,furniture.kitchen.chair,view,792
j.plus,kids.swing,view,55
jabra,electronics.audio.headphone,view,79
jabra,sport.bicycle,cart,86
jabra,sport.bicycle,purchase,26
jabra,sport.bicycle,view,2893
jack,appliances.sewing_machine,cart,606
jack,appliances.sewing_machine,purchase,181
jack,appliances.sewing_machine,view,7504
jackson,apparel.underwear,cart,1
jackson,apparel.underwear,view,276
jackson,electronics.audio.microphone,view,4
jacobs,sport.tennis,cart,69
jacobs,sport.tennis,purchase,4
jacobs,sport.tennis,view,113
jacqueslemans,electronics.clocks,view,1
jade,apparel.shoes,view,40
jade,apparel.shoes.moccasins,cart,62
jade,apparel.shoes.moccasins,purchase,18
jade,apparel.shoes.moccasins,view,4681
jade,apparel.underwear,view,1
jade,appliances.kitchen.coffee_grinder,cart,44
jade,appliances.kitchen.coffee_grinder,purchase,13
jade,appliances.kitchen.coffee_grinder,view,2856
jade,computers.peripherals.printer,cart,67
jade,computers.peripherals.printer,purchase,14
jade,computers.peripherals.printer,view,3019
jade,construction.components.faucet,cart,436
jade,construction.components.faucet,purchase,105
jade,construction.components.faucet,view,32197
jade,electronics.clocks,cart,2
jade,electronics.clocks,view,251
jade,furniture.bedroom.bed,cart,3
jade,furniture.bedroom.bed,purchase,1
jade,furniture.bedroom.bed,view,578
jade,furniture.bedroom.blanket,view,1
jade,furniture.kitchen.table,view,5
jade,kids.toys,cart,34
jade,kids.toys,purchase,7
jade,kids.toys,view,5284
jade,medicine.tools.tonometer,view,1
jade,sport.ski,view,19
jaguar,apparel.jeans,view,2
jaguar,apparel.jumper,view,3
jaguar,apparel.scarf,cart,514
jaguar,apparel.scarf,purchase,142
jaguar,apparel.scarf,view,11783
jaguar,appliances.personal.hair_cutter,view,522
jaguar,appliances.sewing_machine,cart,2100
jaguar,appliances.sewing_machine,purchase,569
jaguar,appliances.sewing_machine,view,51116
jaguar,electronics.clocks,view,4
jailinuo,furniture.kitchen.table,view,146
jamo,electronics.audio.acoustic,view,1
jana,computers.desktop,cart,8
jana,computers.desktop,purchase,3
jana,computers.desktop,view,614
jana,kids.toys,cart,1
jana,kids.toys,view,59
janome,apparel.scarf,cart,599
janome,apparel.scarf,purchase,165
janome,apparel.scarf,view,14990
janome,appliances.sewing_machine,cart,12088
janome,appliances.sewing_machine,purchase,3274
janome,appliances.sewing_machine,view,250507
janome,furniture.living_room.cabinet,view,40
japanparts,stationery.cartrige,view,7
jardin,sport.tennis,cart,19
jardin,sport.tennis,view,49
jarko,construction.tools.generator,cart,11
jarko,construction.tools.generator,purchase,4
jarko,construction.tools.generator,view,894
jasic,accessories.bag,cart,4
jasic,accessories.bag,purchase,3
jasic,accessories.bag,view,112
jasic,construction.tools.welding,cart,43
jasic,construction.tools.welding,purchase,11
jasic,construction.tools.welding,view,3309
jata,apparel.shirt,view,3
jawbone,apparel.shoes,view,151
jazwares,apparel.scarf,view,19
jazwares,apparel.shoes,cart,24
jazwares,apparel.shoes,purchase,8
jazwares,apparel.shoes,view,865
jazwares,kids.toys,cart,3
jazwares,kids.toys,purchase,1
jazwares,kids.toys,view,559
jb,computers.peripherals.camera,cart,57
jb,computers.peripherals.camera,purchase,21
jb,computers.peripherals.camera,view,1098
jbl,apparel.costume,cart,23
jbl,apparel.costume,purchase,5
jbl,apparel.costume,view,1562
jbl,apparel.tshirt,view,6
jbl,appliances.kitchen.juicer,view,1
jbl,appliances.kitchen.kettle,view,3
jbl,appliances.kitchen.toster,view,58
jbl,computers.components.power_supply,cart,3875
jbl,computers.components.power_supply,purchase,1219
jbl,computers.components.power_supply,view,63793
jbl,construction.tools.drill,view,11
jbl,electronics.audio.headphone,cart,1
jbl,electronics.audio.headphone,view,137
jbl,electronics.audio.subwoofer,cart,326
jbl,electronics.audio.subwoofer,purchase,74
jbl,electronics.audio.subwoofer,view,8476
jbl,electronics.camera.video,cart,3
jbl,electronics.camera.video,view,136
jbl,sport.bicycle,cart,9096
jbl,sport.bicycle,purchase,2677
jbl,sport.bicycle,view,134640
jeep,sport.trainer,cart,5
jeep,sport.trainer,purchase,2
jeep,sport.trainer,view,320
jeep,stationery.cartrige,view,1
jekod,construction.tools.welding,view,27
jessnail,apparel.shoes,cart,14
jessnail,apparel.shoes,purchase,2
jessnail,apparel.shoes,view,179
jet,apparel.shoes,cart,31
jet,apparel.shoes,purchase,8
jet,apparel.shoes,view,921
jet,computers.notebook,cart,1
jet,computers.notebook,view,36
jet,construction.tools.light,view,19
jet,electronics.clocks,cart,502
jet,electronics.clocks,purchase,124
jet,electronics.clocks,view,9038
jetair,appliances.kitchen.hood,view,2
jetair,appliances.personal.massager,cart,7
jetair,appliances.personal.massager,purchase,2
jetair,appliances.personal.massager,view,1336
jetem,kids.skates,cart,1
jetem,kids.skates,view,576
jetpik,construction.tools.saw,cart,6
jetpik,construction.tools.saw,view,203
jetpik,furniture.living_room.chair,cart,26
jetpik,furniture.living_room.chair,purchase,5
jetpik,furniture.living_room.chair,view,1341
jiada,kids.toys,view,1
jianuo,auto.accessories.videoregister,cart,21
jianuo,auto.accessories.videoregister,purchase,7
jianuo,auto.accessories.videoregister,view,1021
jigott,apparel.shoes,view,9
jigott,furniture.living_room.sofa,cart,21
jigott,furniture.living_room.sofa,purchase,8
jigott,furniture.living_room.sofa,view,303
jika,appliances.personal.massager,view,25
jika,construction.tools.light,cart,1
jika,construction.tools.light,view,57
jimcarrey,kids.dolls,cart,214
jimcarrey,kids.dolls,purchase,4
jimcarrey,kids.dolls,view,997
jincostech,apparel.shirt,cart,28
jincostech,apparel.shirt,purchase,3
jincostech,apparel.shirt,view,304
jinga,construction.tools.light,cart,95
jinga,construction.tools.light,purchase,30
jinga,construction.tools.light,view,4092
jinga,electronics.camera.video,cart,167
jinga,electronics.camera.video,purchase,42
jinga,electronics.camera.video,view,4360
jinga,electronics.smartphone,view,5
jinga,electronics.telephone,view,63
jinjianfeng,sport.trainer,cart,60
jinjianfeng,sport.trainer,purchase,23
jinjianfeng,sport.trainer,view,572
jinkairui,construction.tools.light,cart,178
jinkairui,construction.tools.light,purchase,46
jinkairui,construction.tools.light,view,3252
jinma,kids.swing,cart,1
jinma,kids.swing,view,6
jio,apparel.tshirt,view,1
jjrc,accessories.umbrella,view,5
jjrc,kids.toys,view,1
jkexer,auto.accessories.videoregister,cart,171
jkexer,auto.accessories.videoregister,purchase,50
jkexer,auto.accessories.videoregister,view,4975
jkexer,country_yard.lawn_mower,cart,1
joby,apparel.jumper,cart,13
joby,apparel.jumper,purchase,3
joby,apparel.jumper,view,209
joby,sport.tennis,view,99
jocelyn,furniture.living_room.sofa,view,13
jockey,apparel.costume,view,8
jockey,furniture.living_room.cabinet,cart,5
jockey,furniture.living_room.cabinet,purchase,1
jockey,furniture.living_room.cabinet,view,82
joe,kids.skates,view,98
joerex,apparel.shoes,cart,25
joerex,apparel.shoes,purchase,8
joerex,apparel.shoes,view,383
joerex,apparel.shoes.keds,cart,356
joerex,apparel.shoes.keds,purchase,82
joerex,apparel.shoes.keds,view,7172
joerex,electronics.audio.microphone,cart,128
joerex,electronics.audio.microphone,purchase,40
joerex,electronics.audio.microphone,view,3757
joerex,sport.snowboard,cart,50
joerex,sport.snowboard,purchase,13
joerex,sport.snowboard,view,820
johnrichardo,apparel.shoes,cart,3
johnrichardo,apparel.shoes,view,1
johnvarvatos,apparel.shoes.sandals,view,1
joie,apparel.shoes,cart,218
joie,apparel.shoes,purchase,69
joie,apparel.shoes,view,7646
joie,apparel.shoes.keds,cart,185
joie,apparel.shoes.keds,purchase,67
joie,apparel.shoes.keds,view,4988
joie,apparel.sock,view,17
joie,electronics.telephone,cart,31
joie,electronics.telephone,purchase,13
joie,electronics.telephone,view,1410
joie,furniture.bedroom.bed,view,21
joie,furniture.kitchen.chair,view,9
joie,furniture.living_room.chair,cart,1
joie,furniture.living_room.chair,view,17
joie,kids.carriage,cart,5
joie,kids.carriage,purchase,1
joie,kids.carriage,view,233
joie,kids.skates,cart,453
joie,kids.skates,purchase,111
joie,kids.skates,view,17084
joie,kids.swing,cart,1
joie,kids.swing,purchase,1
joie,kids.swing,view,29
joie,kids.toys,view,9
joker,computers.desktop,cart,41
joker,computers.desktop,purchase,16
joker,computers.desktop,view,2596
joker,electronics.audio.acoustic,cart,1
joker,electronics.audio.acoustic,purchase,1
joker,electronics.audio.acoustic,view,73
joma,apparel.costume,view,31
joma,apparel.shoes.moccasins,view,1
joma,kids.toys,view,2
joma,stationery.cartrige,view,11
jomalone,apparel.jeans,view,24
joonies,accessories.bag,cart,80
joonies,accessories.bag,purchase,35
joonies,accessories.bag,view,698
joop,apparel.shoes.sandals,cart,2
joop,apparel.shoes.sandals,view,27
jordan,accessories.bag,cart,26
jordan,accessories.bag,purchase,7
jordan,accessories.bag,view,3314
jordan,apparel.costume,view,1
jordan,apparel.shoes.keds,view,14
jordan,apparel.shoes.moccasins,view,1
jordan,apparel.shorts,cart,8
jordan,apparel.shorts,purchase,2
jordan,apparel.shorts,view,1175
jordan,apparel.trousers,view,7
jordan,apparel.tshirt,view,15
jordan,construction.tools.drill,cart,70
jordan,construction.tools.drill,purchase,24
jordan,construction.tools.drill,view,5362
jordan,electronics.audio.music_tools.piano,cart,15
jordan,electronics.audio.music_tools.piano,purchase,9
jordan,electronics.audio.music_tools.piano,view,428
jordan,sport.bicycle,view,1
jordan,sport.ski,cart,10
jordan,sport.ski,purchase,2
jordan,sport.ski,view,758
jordan,sport.snowboard,view,3
jovi,appliances.ironing_board,cart,3
jovi,appliances.ironing_board,purchase,1
jovi,appliances.ironing_board,view,28
joyor,appliances.kitchen.mixer,cart,14
joyor,appliances.kitchen.mixer,purchase,6
joyor,appliances.kitchen.mixer,view,483
joyroad,computers.desktop,cart,11
joyroad,computers.desktop,view,7
joyroom,apparel.shoes,view,18
joyroom,furniture.kitchen.chair,cart,9
joyroom,furniture.kitchen.chair,purchase,3
joyroom,furniture.kitchen.chair,view,378
joyroom,sport.bicycle,cart,33
joyroom,sport.bicycle,purchase,6
joyroom,sport.bicycle,view,1242
jrc,auto.accessories.parktronic,cart,2
jrc,auto.accessories.parktronic,purchase,1
jrc,auto.accessories.parktronic,view,207
juki,apparel.scarf,view,5
juki,appliances.sewing_machine,view,241
julbo,sport.ski,view,2
julong,sport.trainer,cart,22
julong,sport.trainer,purchase,5
julong,sport.trainer,view,603
jumper,apparel.costume,view,22
junama,kids.carriage,view,17
junama,kids.skates,cart,12
junama,kids.skates,purchase,1
junama,kids.skates,view,468
junior,electronics.clocks,cart,234
junior,electronics.clocks,purchase,84
junior,electronics.clocks,view,1606
junte,construction.tools.light,cart,13
junte,construction.tools.light,purchase,5
junte,construction.tools.light,view,213
jura,apparel.shoes,view,105
jura,computers.components.cooler,cart,4
jura,computers.components.cooler,view,795
juventa,appliances.personal.massager,view,2
juventa,furniture.bathroom.toilet,cart,2
juventa,furniture.bathroom.toilet,purchase,2
juventa,furniture.bathroom.toilet,view,176
jvc,appliances.personal.massager,cart,87
jvc,appliances.personal.massager,purchase,24
jvc,appliances.personal.massager,view,2855
jvc,auto.accessories.player,view,63
jvc,construction.tools.drill,view,16
jvc,electronics.audio.subwoofer,cart,82
jvc,electronics.audio.subwoofer,purchase,16
jvc,electronics.audio.subwoofer,view,3218
jvc,electronics.video.tv,cart,1335
jvc,electronics.video.tv,purchase,428
jvc,electronics.video.tv,view,41116
jvc,sport.bicycle,view,2
k-lite,electronics.telephone,view,1
k-psport,construction.tools.saw,view,1
k.k.y.,apparel.shorts,view,3
kaabo,appliances.kitchen.mixer,cart,15
kaabo,appliances.kitchen.mixer,purchase,4
kaabo,appliances.kitchen.mixer,view,2883
kabrita,accessories.umbrella,cart,119
kabrita,accessories.umbrella,purchase,32
kabrita,accessories.umbrella,view,1102
kabrita,apparel.costume,view,51
kabrita,apparel.shirt,cart,202
kabrita,apparel.shirt,purchase,60
kabrita,apparel.shirt,view,2168
kabrita,apparel.trousers,cart,2
kabrita,apparel.trousers,purchase,1
kabrita,apparel.trousers,view,70
kacper,kids.skates,cart,1
kacper,kids.skates,view,202
kaemingk,construction.tools.generator,view,9
kaemingk,construction.tools.welding,view,3
kaemingk,electronics.clocks,view,1
kaemingkbv,electronics.clocks,cart,1
kaemingkbv,electronics.clocks,view,1
kafekrasoty,apparel.shoes,view,2
kaier,electronics.video.tv,cart,3
kaier,electronics.video.tv,view,39
kaierda,construction.tools.welding,view,1
kaimana,apparel.underwear,cart,41
kaimana,apparel.underwear,purchase,7
kaimana,apparel.underwear,view,1393
kainar,appliances.kitchen.toster,view,7
kainar,furniture.bedroom.bed,cart,751
kainar,furniture.bedroom.bed,purchase,118
kainar,furniture.bedroom.bed,view,9656
kaiser,appliances.environment.air_heater,view,2
kaiser,appliances.kitchen.dishwasher,cart,3
kaiser,appliances.kitchen.dishwasher,view,417
kaiser,appliances.kitchen.hob,cart,17
kaiser,appliances.kitchen.hob,purchase,7
kaiser,appliances.kitchen.hob,view,1064
kaiser,appliances.kitchen.hood,view,10
kaiser,appliances.kitchen.kettle,view,4
kaiser,appliances.kitchen.microwave,view,1
kaiser,appliances.kitchen.oven,cart,3
kaiser,appliances.kitchen.oven,view,568
kaiser,appliances.kitchen.refrigerators,view,146
kaiser,appliances.personal.massager,cart,7
kaiser,appliances.personal.massager,view,509
kaiser,computers.components.cooler,view,28
kaiser,construction.tools.welding,view,154
kaiser,electronics.camera.video,view,1
kaiser,furniture.bedroom.blanket,cart,4
kaiser,furniture.bedroom.blanket,purchase,1
kaiser,furniture.bedroom.blanket,view,626
kajsa,construction.tools.welding,cart,2
kajsa,construction.tools.welding,view,35
kakadu,computers.desktop,view,101
kaldewei,apparel.shorts,view,3
kale,appliances.personal.massager,view,4
kale,construction.tools.light,view,2
kalemi,accessories.bag,view,1
kalenji,apparel.shoes,cart,13
kalenji,apparel.shoes,purchase,3
kalenji,apparel.shoes,view,1363
kalenji,construction.tools.drill,cart,68
kalenji,construction.tools.drill,purchase,18
kalenji,construction.tools.drill,view,1658
kalenji,construction.tools.pump,view,11
kalenji,electronics.clocks,cart,18
kalenji,electronics.clocks,purchase,5
kalenji,electronics.clocks,view,568
kalenji,kids.toys,cart,55
kalenji,kids.toys,purchase,18
kalenji,kids.toys,view,2224
kalenji,sport.bicycle,cart,31
kalenji,sport.bicycle,purchase,12
kalenji,sport.bicycle,view,689
kaleos,kids.swing,cart,1
kaleos,kids.swing,view,151
kamado,appliances.kitchen.grill,view,23
kambrook,appliances.kitchen.blender,cart,1
kambrook,appliances.kitchen.blender,view,71
kambrook,appliances.kitchen.coffee_grinder,view,19
kambrook,appliances.kitchen.kettle,view,6
kambrook,appliances.kitchen.meat_grinder,view,50
kambrook,appliances.kitchen.mixer,view,55
kamisafe,appliances.ironing_board,cart,2
kamisafe,appliances.ironing_board,purchase,1
kamisafe,appliances.ironing_board,view,32
kampfer,apparel.shoes,cart,10
kampfer,apparel.shoes,purchase,3
kampfer,apparel.shoes,view,1007
kandf,sport.tennis,view,185
kangkang,construction.tools.light,view,1
kanizea,apparel.costume,view,2
kanzler,apparel.costume,cart,14
kanzler,apparel.costume,purchase,6
kanzler,apparel.costume,view,869
kanzler,apparel.sock,view,1
kanzler,apparel.trousers,view,2
kanzler,computers.peripherals.printer,cart,1
kanzler,computers.peripherals.printer,view,465
kanzler,country_yard.cultivator,cart,6
kanzler,country_yard.cultivator,purchase,1
kanzler,country_yard.cultivator,view,787
kapika,apparel.shirt,cart,3
